	Query strain ID	Array strain ID	P-value	Combined mutant fitness	Combined mutant fitness standard deviation	g1	g2	g3
405975	YLR196W+YDL227C_tm3425	YHR191C_tsa323	0.4794	0.627	0.0312	YDL227C	YHR191C	YLR196W
400946	YLR119W+YDL227C_tm3057	YGR120C_tsa187	0.4794	0.8401	0.059	YDL227C	YGR120C	YLR119W
271943	YDR437W+YDL227C_tm3251	YHR166C_tsa86	0.4794	0.7387	0.0649	YDL227C	YDR437W	YHR166C
330432	YHR067W+YDL227C_tm3222	YDR162C_dma958	0.4794	0.5452	0.0906	YDL227C	YDR162C	YHR067W
362538	YJL030W+YDL227C_tm3288	YAL040C_dma44	0.4794	0.9325	0.1192	YAL040C	YDL227C	YJL030W
191018	YDL227C+YOR027W_tm2778	YMR223W_dma3807	0.4793	0.8671	0.0816	YDL227C	YMR223W	YOR027W
59541	YDL227C+YDR363W_tm2820	YIR003W_dma2424	0.4793	0.7928	0.047	YDL227C	YDR363W	YIR003W
79930	YDL227C+YHR004C_tm2828	YIR006C_tsa353	0.4793	0.7384	0.0806	YDL227C	YHR004C	YIR006C
77066	YDL227C+YGR206W_tm2807	YPR003C_dma5025	0.4793	0.957	0.1008	YDL227C	YGR206W	YPR003C
230342	YDL227C+YPR031W_tm2918	YNL051W_dma3963	0.4793	0.9119	0.0643	YDL227C	YNL051W	YPR031W
335383	YHR119W+YDL227C_tm3287	YDR043C_dma5221	0.4793	0.7735	0.0984	YDL227C	YDR043C	YHR119W
90012	YDL227C+YHR167W_tm2757	YGL231C_dma1761	0.4793	0.8895	0.0289	YDL227C	YGL231C	YHR167W
60147	YDL227C+YDR363W_tm2820	YPR140W_dma5134	0.4793	0.8564	0.0744	YDL227C	YDR363W	YPR140W
73493	YDL227C+YGL241W_tm2826	YOL111C_dma4384	0.4793	0.9297	0.13	YDL227C	YGL241W	YOL111C
362346	YJL030W+YDL227C_tm3211	YOL041C_dma4312	0.4792	0.5856	0.0574	YDL227C	YJL030W	YOL041C
320819	YGR284C+YDL227C_tm3177	YHR191C_dma2228	0.4792	0.8531	0.1023	YDL227C	YGR284C	YHR191C
337103	YHR119W+YDL227C_tm3346	YLR378C_tsa213	0.4792	0.6475	0.074	YDL227C	YHR119W	YLR378C
234594	YDL227C+YPR079W_tm2749	YKR048C_dma2953	0.4792	0.9653	0.0358	YDL227C	YKR048C	YPR079W
55167	YDL227C+YDR108W_tm2935	YHR142W_dma2174	0.4792	0.8945	0.0204	YDL227C	YDR108W	YHR142W
392660	YLR018C+YDL227C_tm3158	YGL016W_dma1602	0.4791	0.846	0.0442	YDL227C	YGL016W	YLR018C
317907	YGR206W+YDL227C_tm3351	YNL037C_dma3972	0.4791	0.8423	0.0375	YDL227C	YGR206W	YNL037C
196038	YDL227C+YOR085W_tm2893	YER118C_dma1411	0.4791	0.9653	0.0436	YDL227C	YER118C	YOR085W
15367	YBR087W+YDL227C_tm3066	YKL051W_dma2779	0.4791	0.9693	0.0428	YBR087W	YDL227C	YKL051W
335253	YHR119W+YDL227C_tm3287	YBR028C_dma194	0.4791	0.8048	0.1696	YBR028C	YDL227C	YHR119W
499992	YPR189W+YDL227C_tm3291	YDL017W_tsa880	0.479	0.8068	0.084	YDL017W	YDL227C	YPR189W
77021	YDL227C+YGR206W_tm2807	YPL066W_dma4820	0.479	0.8822	0.1434	YDL227C	YGR206W	YPL066W
407744	YLR200W+YDL227C_tm3413	YJR082C_dma2657	0.479	0.6086	0.1307	YDL227C	YJR082C	YLR200W
317719	YGR206W+YDL227C_tm3351	YLR080W_dma3162	0.479	0.9838	0.0437	YDL227C	YGR206W	YLR080W
337404	YHR119W+YDL227C_tm3346	YPL156C_dma4873	0.479	0.8696	0.0817	YDL227C	YHR119W	YPL156C
335526	YHR119W+YDL227C_tm3287	YER106W_dma1397	0.4789	0.8089	0.1091	YDL227C	YER106W	YHR119W
462971	YOL117W+YDL227C_tm3299	YGR166W_dma1941	0.4789	0.93	0.0611	YDL227C	YGR166W	YOL117W
317045	YGR206W+YDL227C_tm3351	YBR109C_tsa155	0.4789	0.7514	0.0446	YBR109C	YDL227C	YGR206W
112720	YDL227C+YKL074C_tm2942	YHR154W_dma2190	0.4789	0.8485	0.0312	YDL227C	YHR154W	YKL074C
150207	YDL227C+YMR036C_tm2771	YMR223W_dma3807	0.4789	0.8564	0.0911	YDL227C	YMR036C	YMR223W
402097	YLR119W+YDL227C_tm3122	YHR004C_dma2082	0.4789	0.8298	0.1094	YDL227C	YHR004C	YLR119W
138395	YDL227C+YLR410W_tm2860	YDR437W_tsa1014	0.4789	0.5529	0.0755	YDL227C	YDR437W	YLR410W
390025	YLL050C+YDL227C_tm3105	YHR191C_tsa323	0.4789	0.8146	0.0895	YDL227C	YHR191C	YLL050C
335291	YHR119W+YDL227C_tm3287	YBR188C_dma343	0.4789	0.8266	0.0705	YBR188C	YDL227C	YHR119W
3287	YAR003W+YDL227C_tm3286	YOR195W_dma4587	0.4789	0.9056	0.0631	YAR003W	YDL227C	YOR195W
401871	YLR119W+YDL227C_tm3122	YDR385W_dma1108	0.4789	0.8192	0.0459	YDL227C	YDR385W	YLR119W
45779	YDL227C+YBR229C_tm2775	YCR095C_dma608	0.4789	0.9757	0.044	YBR229C	YCR095C	YDL227C
362362	YJL030W+YDL227C_tm3211	YOL117W_dma4401	0.4789	0.9698	0.0253	YDL227C	YJL030W	YOL117W
142626	YDL227C+YML103C_tm2737	YPR189W_dma5153	0.4789	0.721	0.0724	YDL227C	YML103C	YPR189W
59113	YDL227C+YDR363W_tm2820	YBR087W_tsa887	0.4788	0.8	0.046	YBR087W	YDL227C	YDR363W
114414	YDL227C+YKL101W_tm2844	YPR079W_dma5083	0.4788	0.9458	0.0557	YDL227C	YKL101W	YPR079W
473	YAR002W+YDL227C_tm3180	YHL002W_dma2033	0.4788	0.9412	0.0813	YAR002W	YDL227C	YHL002W
125420	YDL227C+YLL049W_tm2853	YML107C_dma3609	0.4788	0.8878	0.0587	YDL227C	YLL049W	YML107C
492719	YPL196W+YDL227C_tm3235	YPR031W_dma5049	0.4788	1.0107	0.0865	YDL227C	YPL196W	YPR031W
463138	YOL117W+YDL227C_tm3299	YJR050W_dma2630	0.4788	0.9857	0.0386	YDL227C	YJR050W	YOL117W
266138	YDR363W+YDL227C_tm3182	YPL149W_dma4878	0.4788	0.8161	0.0525	YDL227C	YDR363W	YPL149W
248936	YDR016C+YDL227C_tm3261	YOR023C_dma4446	0.4788	1.0715	0.0468	YDL227C	YDR016C	YOR023C
336665	YHR119W+YDL227C_tm3346	YER131W_dma1424	0.4788	0.7473	0.0508	YDL227C	YER131W	YHR119W
335622	YHR119W+YDL227C_tm3287	YGL216W_dma1751	0.4787	0.7771	0.0573	YDL227C	YGL216W	YHR119W
363281	YJL030W+YDL227C_tm3288	YLR418C_dma3477	0.4787	0.6642	0.257	YDL227C	YJL030W	YLR418C
443449	YMR223W+YDL227C_tm3282	YLR102C_dma3203	0.4787	0.7978	0.0488	YDL227C	YLR102C	YMR223W
337154	YHR119W+YDL227C_tm3346	YMR036C_dma3656	0.4787	0.8907	0.0667	YDL227C	YHR119W	YMR036C
401947	YLR119W+YDL227C_tm3122	YER170W_dma1458	0.4787	0.9172	0.0505	YDL227C	YER170W	YLR119W
344123	YHR156C+YDL227C_tm3157	YLR347C_tsa226	0.4787	0.7574	0.0407	YDL227C	YHR156C	YLR347C
361780	YJL030W+YDL227C_tm3211	YER184C_dma1469	0.4787	0.9973	0.0278	YDL227C	YER184C	YJL030W
127522	YDL227C+YLR135W_tm2765	YKL074C_dma2820	0.4787	0.9496	0.0527	YDL227C	YKL074C	YLR135W
336143	YHR119W+YDL227C_tm3287	YOL030W_dma4319	0.4787	0.8026	0.2624	YDL227C	YHR119W	YOL030W
336190	YHR119W+YDL227C_tm3287	YOR085W_dma4524	0.4787	0.7173	0.0983	YDL227C	YHR119W	YOR085W
381969	YKL051W+YDL227C_tm3059	YPL196W_dma4922	0.4787	0.9797	0.0337	YDL227C	YKL051W	YPL196W
317502	YGR206W+YDL227C_tm3351	YIL040W_dma2275	0.4787	0.5807	0.0335	YDL227C	YGR206W	YIL040W
76177	YDL227C+YGR206W_tm2807	YDR315C_dma1059	0.4786	0.7873	0.0718	YDL227C	YDR315C	YGR206W
402245	YLR119W+YDL227C_tm3122	YJR092W_dma2673	0.4786	0.9219	0.0884	YDL227C	YJR092W	YLR119W
362335	YJL030W+YDL227C_tm3211	YNR067C_dma4281	0.4786	1.0013	0.0305	YDL227C	YJL030W	YNR067C
73242	YDL227C+YGL241W_tm2826	YLR085C_dma3157	0.4786	0.7904	0.1094	YDL227C	YGL241W	YLR085C
392431	YLR018C+YDL227C_tm3158	YCR095C_dma608	0.4786	0.9863	0.0337	YCR095C	YDL227C	YLR018C
115062	YDL227C+YKL116C_tm2845	YJR050W_dma2630	0.4786	0.9283	0.0272	YDL227C	YJR050W	YKL116C
317853	YGR206W+YDL227C_tm3351	YMR127C_dma3712	0.4786	0.9938	0.1905	YDL227C	YGR206W	YMR127C
59235	YDL227C+YDR363W_tm2820	YDR077W_dma884	0.4786	0.8156	0.0294	YDL227C	YDR077W	YDR363W
150005	YDL227C+YMR036C_tm2771	YJR082C_dma2657	0.4786	0.9462	0.0563	YDL227C	YJR082C	YMR036C
230588	YDL227C+YPR065W_tm2919	YBR087W_tsa887	0.4786	0.97	0.0545	YBR087W	YDL227C	YPR065W
394490	YLR021W+YDL227C_tm3348	YHR191C_dma2228	0.4786	0.7924	0.0542	YDL227C	YHR191C	YLR021W
28895	YCR095C+YDL227C_tm3249	YOR368W_dma4760	0.4785	0.9202	0.0995	YCR095C	YDL227C	YOR368W
78882	YDL227C+YHL029C_tm2827	YJR125C_dma2718	0.4785	0.9738	0.0649	YDL227C	YHL029C	YJR125C
49708	YDL227C+YDL099W_tm2786	YJR082C_dma2657	0.4785	0.9891	0.0579	YDL099W	YDL227C	YJR082C
363552	YJL030W+YDL227C_tm3288	YPL055C_dma4805	0.4785	0.6501	0.1693	YDL227C	YJL030W	YPL055C
229491	YDL227C+YPR031W_tm2918	YBR229C_dma402	0.4785	0.9671	0.0622	YBR229C	YDL227C	YPR031W
317175	YGR206W+YDL227C_tm3351	YDR123C_dma920	0.4785	0.6476	0.0656	YDL227C	YDR123C	YGR206W
26784	YCR008W+YDL227C_tm3155	YKL101W_dma2824	0.4785	0.8452	0.2271	YCR008W	YDL227C	YKL101W
140000	YDL227C+YML012W_tm2862	YLR021W_dma3110	0.4785	0.8969	0.0525	YDL227C	YLR021W	YML012W
8814	YBR043C+YDL227C_tm3181	YHR191C_dma2228	0.4785	0.8434	0.0336	YBR043C	YDL227C	YHR191C
57332	YDL227C+YDR254W_tm2750	YJL053W_dma2482	0.4785	0.7939	0.1138	YDL227C	YDR254W	YJL053W
76441	YDL227C+YGR206W_tm2807	YHR154W_dma2190	0.4785	0.8894	0.025	YDL227C	YGR206W	YHR154W
265668	YDR363W+YDL227C_tm3182	YJR141W_tsa1248	0.4784	0.5437	0.1033	YDL227C	YDR363W	YJR141W
317189	YGR206W+YDL227C_tm3351	YDR164C_tsa36	0.4784	0.9988	0.0595	YDL227C	YDR164C	YGR206W
336279	YHR119W+YDL227C_tm3287	YPL171C_dma4920	0.4784	0.7972	0.052	YDL227C	YHR119W	YPL171C
401050	YLR119W+YDL227C_tm3057	YIL135C_dma2372	0.4784	0.8664	0.0326	YDL227C	YIL135C	YLR119W
265734	YDR363W+YDL227C_tm3182	YKR082W_dma3009	0.4784	0.7617	0.0469	YDL227C	YDR363W	YKR082W
118959	YDL227C+YKR048C_tm2849	YAR003W_dma67	0.4784	0.8292	0.0396	YAR003W	YDL227C	YKR048C
49938	YDL227C+YDL099W_tm2786	YMR026C_dma3642	0.4784	0.8774	0.0327	YDL099W	YDL227C	YMR026C
370387	YJL123C+YDL227C_tm3060	YOR023C_dma4446	0.4784	0.9836	0.0445	YDL227C	YJL123C	YOR023C
59525	YDL227C+YDR363W_tm2820	YIL084C_dma2337	0.4784	0.6446	0.0804	YDL227C	YDR363W	YIL084C
75240	YDL227C+YGR196C_tm2939	YHR012W_dma2078	0.4784	0.7878	0.0768	YDL227C	YGR196C	YHR012W
75424	YDL227C+YGR196C_tm2939	YKL116C_dma2836	0.4784	1.0003	0.076	YDL227C	YGR196C	YKL116C
171201	YDL227C+YNL153C_tm2982	YHR012W_dma2078	0.4784	0.6533	0.057	YDL227C	YHR012W	YNL153C
433890	YMR028W+YDL227C_tm3095	YLR325C_dma3367	0.4784	0.7838	0.0289	YDL227C	YLR325C	YMR028W
76032	YDL227C+YGR206W_tm2807	YBR260C_dma428	0.4784	0.965	0.0333	YBR260C	YDL227C	YGR206W
144284	YDL227C+YMR013C_tm2798	YHR191C_dma2228	0.4784	0.9165	0.0843	YDL227C	YHR191C	YMR013C
262973	YDR310C+YDL227C_tm3143	YPR031W_dma5049	0.4784	0.8788	0.0529	YDL227C	YDR310C	YPR031W
293905	YGL016W+YDL227C_tm3141	YOR269W_dma4659	0.4784	0.9344	0.0718	YDL227C	YGL016W	YOR269W
382985	YKL193C+YDL227C_tm3081	YHR191C_tsa323	0.4783	0.8918	0.0329	YDL227C	YHR191C	YKL193C
171381	YDL227C+YNL153C_tm2982	YKL101W_dma2824	0.4783	0.8565	0.107	YDL227C	YKL101W	YNL153C
449616	YNL281W+YDL227C_tm3238	YHR191C_dma2228	0.4783	0.9235	0.0443	YDL227C	YHR191C	YNL281W
114576	YDL227C+YKL116C_tm2845	YCR095C_dma608	0.4783	0.9725	0.0275	YCR095C	YDL227C	YKL116C
362486	YJL030W+YDL227C_tm3211	YPL190C_tsa861	0.4783	0.4348	0.116	YDL227C	YJL030W	YPL190C
59155	YDL227C+YDR363W_tm2820	YBR278W_dma435	0.4783	0.7868	0.0475	YBR278W	YDL227C	YDR363W
59925	YDL227C+YDR363W_tm2820	YNL038W_tsa1157	0.4783	0.7669	0.0393	YDL227C	YDR363W	YNL038W
125987	YDL227C+YLR102C_tm2764	YDR254W_dma1018	0.4783	0.9924	0.1036	YDL227C	YDR254W	YLR102C
262459	YDR310C+YDL227C_tm3143	YJR082C_dma2657	0.4782	0.8552	0.0445	YDL227C	YDR310C	YJR082C
402626	YLR119W+YDL227C_tm3122	YPL010W_tsa689	0.4782	0.7974	0.1297	YDL227C	YLR119W	YPL010W
189053	YDL227C+YOR023C_tm2746	YBR086C_dma5238	0.4782	0.9924	0.0416	YBR086C	YDL227C	YOR023C
428977	YML108W+YDL227C_tm3354	YJR140C_dma2729	0.4782	0.9376	0.042	YDL227C	YJR140C	YML108W
90269	YDL227C+YHR167W_tm2757	YLL038C_dma3057	0.4782	0.8773	0.1606	YDL227C	YHR167W	YLL038C
323018	YHL002W+YDL227C_tm3051	YOR336W_tsa139	0.4782	0.7702	0.0496	YDL227C	YHL002W	YOR336W
119943	YDL227C+YKR048C_tm2849	YOR144C_dma4571	0.4782	0.9435	0.0481	YDL227C	YKR048C	YOR144C
378348	YJR140C+YDL227C_tm3206	YLR119W_dma3215	0.4782	0.8189	0.0573	YDL227C	YJR140C	YLR119W
330843	YHR067W+YDL227C_tm3222	YKL116C_dma2836	0.4782	0.7217	0.0622	YDL227C	YHR067W	YKL116C
317729	YGR206W+YDL227C_tm3351	YLR110C_dma3198	0.4781	0.8371	0.0482	YDL227C	YGR206W	YLR110C
402437	YLR119W+YDL227C_tm3122	YMR202W_dma3797	0.4781	0.6843	0.1467	YDL227C	YLR119W	YMR202W
74917	YDL227C+YGR196C_tm2939	YCR008W_dma533	0.4781	0.9471	0.0638	YCR008W	YDL227C	YGR196C
89436	YDL227C+YHR166C_tm2802	YOR038C_dma4455	0.4781	0.9095	0.0436	YDL227C	YHR166C	YOR038C
126324	YDL227C+YLR102C_tm2764	YJL053W_dma2482	0.4781	0.7998	0.0573	YDL227C	YJL053W	YLR102C
57274	YDL227C+YDR254W_tm2750	YHR156C_dma2188	0.4781	0.9626	0.0276	YDL227C	YDR254W	YHR156C
43131	YDL227C+YAL059W_tm2946	YML012W_dma3523	0.4781	1.0239	0.0371	YAL059W	YDL227C	YML012W
103894	YDL227C+YJL170C_tm2840	YKR048C_dma2953	0.4781	0.9718	0.0294	YDL227C	YJL170C	YKR048C
76103	YDL227C+YGR206W_tm2807	YDR011W_dma831	0.478	0.9361	0.015	YDL227C	YDR011W	YGR206W
361591	YJL030W+YDL227C_tm3211	YDL082W_dma680	0.478	0.7088	0.061	YDL082W	YDL227C	YJL030W
175890	YDL227C+YNL325C_tm2743	YHR191C_dma2228	0.478	0.8544	0.0667	YDL227C	YHR191C	YNL325C
167125	YDL227C+YNL051W_tm2740	YOR023C_dma4446	0.478	0.9359	0.0714	YDL227C	YNL051W	YOR023C
59589	YDL227C+YDR363W_tm2820	YJL170C_dma2567	0.478	0.8244	0.0355	YDL227C	YDR363W	YJL170C
317604	YGR206W+YDL227C_tm3351	YJR094W-A_dma2671	0.478	0.865	0.0424	YDL227C	YGR206W	YJR094W-A
317486	YGR206W+YDL227C_tm3351	YHR156C_dma2188	0.478	0.9369	0.0706	YDL227C	YGR206W	YHR156C
400855	YLR119W+YDL227C_tm3057	YFR009W_dma1516	0.478	0.8361	0.0295	YDL227C	YFR009W	YLR119W
143583	YDL227C+YML107C_tm2865	YOL117W_dma4401	0.478	0.7736	0.0716	YDL227C	YML107C	YOL117W
402173	YLR119W+YDL227C_tm3122	YIR037W_dma2445	0.4779	0.8794	0.094	YDL227C	YIR037W	YLR119W
55170	YDL227C+YDR108W_tm2935	YHR156C_dma2188	0.4779	0.8455	0.0554	YDL227C	YDR108W	YHR156C
59196	YDL227C+YDR363W_tm2820	YDL059C_dma658	0.4779	0.8317	0.0513	YDL059C	YDL227C	YDR363W
433327	YMR028W+YDL227C_tm3095	YDR279W_dma1021	0.4779	0.8041	0.0343	YDL227C	YDR279W	YMR028W
76029	YDL227C+YGR206W_tm2807	YBR246W_dma412	0.4779	0.9126	0.0311	YBR246W	YDL227C	YGR206W
304572	YGL212W+YDL227C_tm3417	YHR156C_dma2188	0.4779	0.6533	0.0402	YDL227C	YGL212W	YHR156C
400752	YLR119W+YDL227C_tm3057	YDR348C_dma1086	0.4779	0.8901	0.0487	YDL227C	YDR348C	YLR119W
393282	YLR018C+YDL227C_tm3158	YOR144C_dma4571	0.4778	0.9208	0.0871	YDL227C	YLR018C	YOR144C
363522	YJL030W+YDL227C_tm3288	YOR265W_dma4663	0.4778	0.957	0.0784	YDL227C	YJL030W	YOR265W
301879	YGL175C+YDL227C_tm3196	YOR064C_dma4482	0.4778	0.9314	0.0818	YDL227C	YGL175C	YOR064C
472872	YOR144C+YDL227C_tm3227	YKL074C_dma2820	0.4778	0.8941	0.0364	YDL227C	YKL074C	YOR144C
400543	YLR119W+YDL227C_tm3057	YBR019C_dma202	0.4778	0.8644	0.0616	YBR019C	YDL227C	YLR119W
104062	YDL227C+YJL170C_tm2840	YMR055C_dma3666	0.4778	0.9987	0.0451	YDL227C	YJL170C	YMR055C
446657	YMR296C+YDL227C_tm3093	YMR036C_dma3656	0.4778	0.8989	0.0463	YDL227C	YMR036C	YMR296C
15521	YBR087W+YDL227C_tm3066	YLR347C_tsa226	0.4778	0.7774	0.0578	YBR087W	YDL227C	YLR347C
317156	YGR206W+YDL227C_tm3351	YDR073W_dma888	0.4777	0.9961	0.0849	YDL227C	YDR073W	YGR206W
500980	YPR189W+YDL227C_tm3291	YPL196W_dma4922	0.4777	0.9425	0.0909	YDL227C	YPL196W	YPR189W
62989	YDL227C+YDR469W_tm2972	YKL116C_dma2836	0.4777	0.9526	0.0782	YDL227C	YDR469W	YKL116C
315763	YGR202C+YDL227C_tm3156	YHR012W_dma2078	0.4777	0.7429	0.0357	YDL227C	YGR202C	YHR012W
499899	YPR189W+YDL227C_tm3291	YBR043C_dma207	0.4777	0.9184	0.0657	YBR043C	YDL227C	YPR189W
104002	YDL227C+YJL170C_tm2840	YLR360W_dma3386	0.4777	0.885	0.0423	YDL227C	YJL170C	YLR360W
401519	YLR119W+YDL227C_tm3057	YPL017C_dma4786	0.4777	0.8846	0.0436	YDL227C	YLR119W	YPL017C
76454	YDL227C+YGR206W_tm2807	YIL002C_dma2236	0.4777	0.9499	0.0448	YDL227C	YGR206W	YIL002C
217084	YDL227C+YPL115C_tm2907	YCR095C_dma608	0.4777	0.9439	0.0334	YCR095C	YDL227C	YPL115C
312206	YGR179C+YDL227C_tm3117	YBR043C_dma207	0.4777	0.8804	0.0513	YBR043C	YDL227C	YGR179C
429441	YML108W+YDL227C_tm3354	YPR031W_dma5049	0.4777	0.9476	0.044	YDL227C	YML108W	YPR031W
96039	YDL227C+YIL065C_tm2834	YLR172C_dma3252	0.4776	0.9247	0.0831	YDL227C	YIL065C	YLR172C
336149	YHR119W+YDL227C_tm3287	YOL069W_tsa1154	0.4776	0.7712	0.0757	YDL227C	YHR119W	YOL069W
336969	YHR119W+YDL227C_tm3346	YKL185W_dma2882	0.4776	0.908	0.027	YDL227C	YHR119W	YKL185W
401260	YLR119W+YDL227C_tm3057	YML009C_dma3526	0.4776	0.837	0.0267	YDL227C	YLR119W	YML009C
401894	YLR119W+YDL227C_tm3122	YDR485C_dma1208	0.4776	0.7662	0.1007	YDL227C	YDR485C	YLR119W
152534	YDL227C+YMR070W_tm2738	YOL090W_dma4377	0.4776	0.8146	0.207	YDL227C	YMR070W	YOL090W
437232	YMR055C+YDL227C_tm3214	YOR023C_dma4446	0.4776	0.9573	0.067	YDL227C	YMR055C	YOR023C
190714	YDL227C+YOR027W_tm2778	YJL154C_dma2534	0.4776	0.7646	0.1079	YDL227C	YJL154C	YOR027W
76478	YDL227C+YGR206W_tm2807	YIL173W_dma2391	0.4776	0.9554	0.0649	YDL227C	YGR206W	YIL173W
315874	YGR202C+YDL227C_tm3156	YJL154C_dma2534	0.4776	0.7617	0.0552	YDL227C	YGR202C	YJL154C
76942	YDL227C+YGR206W_tm2807	YOR026W_dma4443	0.4776	0.6447	0.0835	YDL227C	YGR206W	YOR026W
401565	YLR119W+YDL227C_tm3057	YPL232W_dma4964	0.4776	0.8762	0.0655	YDL227C	YLR119W	YPL232W
261989	YDR310C+YDL227C_tm3143	YBR098W_dma258	0.4776	0.868	0.0518	YBR098W	YDL227C	YDR310C
136040	YDL227C+YLR360W_tm2736	YDR016C_tsa1077	0.4776	0.8155	0.0393	YDL227C	YDR016C	YLR360W
104365	YDL227C+YJL170C_tm2840	YPR189W_dma5153	0.4776	0.9629	0.0431	YDL227C	YJL170C	YPR189W
363556	YJL030W+YDL227C_tm3288	YPL071C_dma4815	0.4776	0.9959	0.1167	YDL227C	YJL030W	YPL071C
71848	YDL227C+YGL231C_tm2732	YHL002W_dma2033	0.4776	0.947	0.0246	YDL227C	YGL231C	YHL002W
404283	YLR172C+YDL227C_tm3293	YHR036W_tsa1038	0.4775	0.7339	0.0677	YDL227C	YHR036W	YLR172C
76380	YDL227C+YGR206W_tm2807	YGR129W_dma1875	0.4775	0.952	0.0396	YDL227C	YGR129W	YGR206W
76926	YDL227C+YGR206W_tm2807	YOL102C_tsa1264	0.4775	0.6965	0.1362	YDL227C	YGR206W	YOL102C
88728	YDL227C+YHR166C_tm2802	YDR386W_dma1107	0.4775	0.9092	0.0766	YDL227C	YDR386W	YHR166C
337070	YHR119W+YDL227C_tm3346	YLR194C_dma3255	0.4775	0.9011	0.0715	YDL227C	YHR119W	YLR194C
394630	YLR021W+YDL227C_tm3348	YKL074C_dma2820	0.4775	0.8387	0.0415	YDL227C	YKL074C	YLR021W
363186	YJL030W+YDL227C_tm3288	YLL049W_dma3092	0.4774	0.8369	0.0558	YDL227C	YJL030W	YLL049W
362378	YJL030W+YDL227C_tm3211	YOR033C_dma4459	0.4774	0.9683	0.0374	YDL227C	YJL030W	YOR033C
15368	YBR087W+YDL227C_tm3066	YKL052C_tsa1002	0.4774	0.961	0.054	YBR087W	YDL227C	YKL052C
114505	YDL227C+YKL116C_tm2845	YBR098W_dma258	0.4774	0.9155	0.0414	YBR098W	YDL227C	YKL116C
362670	YJL030W+YDL227C_tm3288	YCR073C_dma580	0.4774	0.9843	0.1415	YCR073C	YDL227C	YJL030W
99987	YDL227C+YJL124C_tm2837	YCR008W_dma533	0.4774	0.7474	0.051	YCR008W	YDL227C	YJL124C
76727	YDL227C+YGR206W_tm2807	YLR324W_dma3368	0.4774	0.9204	0.0495	YDL227C	YGR206W	YLR324W
317656	YGR206W+YDL227C_tm3351	YKL208W_dma2913	0.4774	0.8679	0.0564	YDL227C	YGR206W	YKL208W
339121	YHR121W+YDL227C_tm3152	YKR048C_dma2953	0.4774	0.9353	0.0552	YDL227C	YHR121W	YKR048C
318093	YGR206W+YDL227C_tm3351	YPL179W_dma4914	0.4774	0.9181	0.0307	YDL227C	YGR206W	YPL179W
112584	YDL227C+YKL074C_tm2942	YGL086W_dma1666	0.4774	0.8811	0.0859	YDL227C	YGL086W	YKL074C
110866	YDL227C+YKL052C_tm2789	YNL136W_dma4040	0.4773	0.8383	0.0474	YDL227C	YKL052C	YNL136W
141963	YDL227C+YML103C_tm2737	YGR179C_tsa227	0.4773	0.6495	0.0315	YDL227C	YGR179C	YML103C
363330	YJL030W+YDL227C_tm3288	YMR073C_dma3679	0.4773	0.9461	0.074	YDL227C	YJL030W	YMR073C
335549	YHR119W+YDL227C_tm3287	YFL005W_tsa307	0.4773	0.7454	0.1457	YDL227C	YFL005W	YHR119W
72388	YDL227C+YGL231C_tm2732	YOR027W_dma4442	0.4773	0.972	0.0297	YDL227C	YGL231C	YOR027W
39541	YDL203C+YDL227C_tm3148	YHR191C_dma2228	0.4773	0.8645	0.0506	YDL203C	YDL227C	YHR191C
317886	YGR206W+YDL227C_tm3351	YMR273C_dma3886	0.4773	0.9824	0.0527	YDL227C	YGR206W	YMR273C
339074	YHR121W+YDL227C_tm3152	YKL051W_dma2779	0.4773	0.931	0.0747	YDL227C	YHR121W	YKL051W
55661	YDL227C+YDR108W_tm2935	YOR002W_dma4420	0.4773	0.8663	0.0727	YDL227C	YDR108W	YOR002W
337028	YHR119W+YDL227C_tm3346	YLR036C_dma3124	0.4773	0.9097	0.0861	YDL227C	YHR119W	YLR036C
401671	YLR119W+YDL227C_tm3122	YBR086C_dma5238	0.4773	0.8621	0.0775	YBR086C	YDL227C	YLR119W
110239	YDL227C+YKL052C_tm2789	YDR386W_dma1107	0.4773	0.9402	0.0532	YDL227C	YDR386W	YKL052C
29757	YDL017W+YDL227C_tm3071	YER118C_dma1411	0.4773	0.8872	0.0295	YDL017W	YDL227C	YER118C
400656	YLR119W+YDL227C_tm3057	YDL095W_dma693	0.4772	0.9045	0.0598	YDL095W	YDL227C	YLR119W
484021	YOR336W+YDL227C_tm3092	YJL030W_dma2472	0.4772	0.8791	0.094	YDL227C	YJL030W	YOR336W
363613	YJL030W+YDL227C_tm3288	YPR079W_dma5083	0.4772	0.9642	0.0758	YDL227C	YJL030W	YPR079W
211243	YDL227C+YOR368W_tm2901	YOR195W_dma4587	0.4772	1.006	0.0728	YDL227C	YOR195W	YOR368W
68658	YDL227C+YGL086W_tm2973	YJR050W_dma2630	0.4772	0.9985	0.0427	YDL227C	YGL086W	YJR050W
28330	YCR095C+YDL227C_tm3249	YHR156C_dma2188	0.4772	0.8944	0.0373	YCR095C	YDL227C	YHR156C
126391	YDL227C+YLR102C_tm2764	YJR140C_dma2729	0.4772	0.9865	0.0666	YDL227C	YJR140C	YLR102C
262554	YDR310C+YDL227C_tm3143	YLL049W_dma3092	0.4772	0.7636	0.0491	YDL227C	YDR310C	YLL049W
384701	YKL206C+YDL227C_tm3171	YJR050W_dma2630	0.4772	0.9877	0.1391	YDL227C	YJR050W	YKL206C
